Name,Preferred Subject,Age,Proficiency,name,age,subject,score
Margaret Lewis,Data Science,13.0,1.0,,,,
William Thomas,Business,15.0,4.0,,,,
Susan Anderson,Business,16.0,4.0,,,,
Robert Lopez,Data Science,17.0,3.0,,,,
Kimberly Gonzalez,Language Learning,18.0,0.0,,,,
Donna Moore,Health,18.0,10.0,,,,
Kimberly Harris,Personal Development,13.0,1.0,,,,
Betty Ramirez,Social Sciences,18.0,0.0,,,,
Thomas Jackson,Language Learning,12.0,6.0,,,,
Ashley Lee,Data Science,12.0,1.0,,,,
Margaret Anderson,Math and Logic,12.0,4.0,,,,
Ashley White,Health,12.0,4.0,,,,
Anthony Clark,Data Science,17.0,5.0,,,,
David Jones,Math and Logic,12.0,2.0,,,,
Steven Jones,Data Science,16.0,9.0,,,,
Ashley Thompson,Business,12.0,9.0,,,,
Sandra Jones,Social Sciences,16.0,6.0,,,,
Steven Ramirez,Computer Science,18.0,4.0,,,,
Kimberly Brown,Social Sciences,16.0,5.0,,,,
Susan Anderson,Social Sciences,16.0,7.0,,,,
Donald Johnson,Information Technology,13.0,4.0,,,,
David Moore,Social Sciences,12.0,4.0,,,,
Lisa Robinson,Math and Logic,16.0,3.0,,,,
Linda Martin,Health,15.0,3.0,,,,
Anthony Brown,Data Science,16.0,1.0,,,,
Linda Lopez,Language Learning,12.0,9.0,,,,
Andrew Martinez,Computer Science,17.0,9.0,,,,
John Taylor,Computer Science,12.0,7.0,,,,
Elizabeth Brown,Arts and Humanities,18.0,1.0,,,,
Lisa Martinez,Physical Science and Engineering,14.0,1.0,,,,
Lisa Martinez,Personal Development,18.0,10.0,,,,
Charles Thomas,Personal Development,18.0,5.0,,,,
Mary Sanchez,Health,16.0,3.0,,,,
Elizabeth Jones,Business,12.0,3.0,,,,
Donna Wilson,Math and Logic,13.0,3.0,,,,
Patricia Robinson,Data Science,16.0,4.0,,,,
Karen Lewis,Math and Logic,17.0,9.0,,,,
Charles Miller,Business,13.0,7.0,,,,
Barbara Clark,Data Science,14.0,2.0,,,,
Ashley Smith,Business,17.0,9.0,,,,
Linda Moore,Math and Logic,14.0,6.0,,,,
Daniel Williams,Health,12.0,9.0,,,,
John Wilson,Business,14.0,7.0,,,,
Donald Jackson,Social Sciences,16.0,0.0,,,,
Karen Jackson,Data Science,16.0,1.0,,,,
Mark Lewis,Health,18.0,0.0,,,,
Nancy Sanchez,Data Science,13.0,0.0,,,,
Matthew Thomas,Data Science,16.0,3.0,,,,
Joshua Jones,Information Technology,17.0,10.0,,,,
William Taylor,Information Technology,12.0,4.0,,,,
Sandra Harris,Physical Science and Engineering,16.0,3.0,,,,
Mark Perez,Data Science,17.0,4.0,,,,
Mark Jones,Computer Science,13.0,4.0,,,,
Christopher Williams,Health,12.0,9.0,,,,
Michelle Perez,Physical Science and Engineering,14.0,9.0,,,,
Michelle Wilson,Health,17.0,7.0,,,,
Matthew Davis,Business,13.0,5.0,,,,
Betty Hernandez,Data Science,17.0,8.0,,,,
Paul Johnson,Language Learning,15.0,5.0,,,,
Mark White,Computer Science,15.0,8.0,,,,
Sarah Lee,Arts and Humanities,15.0,6.0,,,,
Jennifer Ramirez,Physical Science and Engineering,12.0,10.0,,,,
David Thompson,Business,13.0,1.0,,,,
Mary Jackson,Arts and Humanities,18.0,8.0,,,,
Karen Moore,Social Sciences,15.0,8.0,,,,
Linda Lee,Arts and Humanities,15.0,8.0,,,,
Emily Williams,Health,13.0,1.0,,,,
Richard Martin,Business,16.0,7.0,,,,
Paul Jackson,Math and Logic,17.0,8.0,,,,
Patricia Jackson,Business,12.0,6.0,,,,
Kimberly Miller,Physical Science and Engineering,16.0,0.0,,,,
Donald Taylor,Personal Development,18.0,2.0,,,,
Mary Brown,Health,18.0,1.0,,,,
Paul Garcia,Information Technology,12.0,5.0,,,,
Mary Rodriguez,Information Technology,13.0,9.0,,,,
Susan Davis,Information Technology,13.0,9.0,,,,
Donna Anderson,Physical Science and Engineering,17.0,2.0,,,,
Jennifer Sanchez,Arts and Humanities,17.0,7.0,,,,
Paul Martin,Personal Development,15.0,9.0,,,,
Christopher Gonzalez,Computer Science,16.0,4.0,,,,
Donna Johnson,Personal Development,12.0,3.0,,,,
Ashley Ramirez,Language Learning,14.0,7.0,,,,
Mary Hernandez,Health,18.0,6.0,,,,
Margaret Garcia,Data Science,18.0,3.0,,,,
Anthony Smith,Computer Science,18.0,8.0,,,,
Kimberly Hernandez,Math and Logic,16.0,2.0,,,,
Matthew Rodriguez,Business,14.0,7.0,,,,
Jennifer Brown,Math and Logic,18.0,4.0,,,,
Michael Moore,Data Science,15.0,9.0,,,,
David Martinez,Personal Development,17.0,0.0,,,,
Elizabeth Garcia,Computer Science,14.0,3.0,,,,
Thomas Harris,Arts and Humanities,18.0,3.0,,,,
Jennifer Jones,Math and Logic,15.0,1.0,,,,
Karen Wilson,Math and Logic,18.0,2.0,,,,
David Johnson,Computer Science,12.0,2.0,,,,
Michelle Hernandez,Information Technology,18.0,2.0,,,,
Barbara Smith,Social Sciences,14.0,3.0,,,,
Patricia Martinez,Arts and Humanities,17.0,9.0,,,,
Matthew Brown,Personal Development,13.0,5.0,,,,
Christopher Jones,Business,12.0,4.0,,,,
Anthony Lewis,Data Science,18.0,8.0,,,,
Christopher Rodriguez,Personal Development,18.0,0.0,,,,
Matthew Clark,Language Learning,12.0,7.0,,,,
Linda Johnson,Health,12.0,0.0,,,,
Richard Davis,Computer Science,14.0,4.0,,,,
Joshua Jackson,Business,17.0,7.0,,,,
Jessica Thomas,Social Sciences,16.0,3.0,,,,
Steven Harris,Health,13.0,10.0,,,,
Steven Gonzalez,Language Learning,17.0,1.0,,,,
Linda Rodriguez,Social Sciences,18.0,4.0,,,,
Patricia Hernandez,Computer Science,17.0,8.0,,,,
Sandra Moore,Personal Development,13.0,3.0,,,,
Anthony Williams,Arts and Humanities,12.0,6.0,,,,
Donald Smith,Arts and Humanities,18.0,8.0,,,,
Anthony Lee,Data Science,16.0,7.0,,,,
Joseph Robinson,Data Science,15.0,4.0,,,,
Mary Rodriguez,Personal Development,15.0,7.0,,,,
Emily Jackson,Computer Science,13.0,7.0,,,,
Michael Davis,Health,16.0,7.0,,,,
Emily Lee,Computer Science,15.0,4.0,,,,
William Martinez,Arts and Humanities,16.0,0.0,,,,
Andrew Wilson,Information Technology,16.0,7.0,,,,
Mark Williams,Business,14.0,0.0,,,,
Steven Miller,Language Learning,13.0,3.0,,,,
Elizabeth Lopez,Business,12.0,6.0,,,,
Paul Garcia,Physical Science and Engineering,16.0,6.0,,,,
Jessica Moore,Arts and Humanities,16.0,6.0,,,,
Margaret Robinson,Language Learning,12.0,5.0,,,,
Emily Anderson,Physical Science and Engineering,17.0,6.0,,,,
John Smith,Arts and Humanities,14.0,0.0,,,,
Sandra Clark,Arts and Humanities,13.0,0.0,,,,
Michelle Martinez,Information Technology,17.0,10.0,,,,
David Smith,Business,15.0,7.0,,,,
Patricia Robinson,Arts and Humanities,16.0,6.0,,,,
Donald Rodriguez,Health,13.0,2.0,,,,
Joshua Rodriguez,Arts and Humanities,15.0,2.0,,,,
Matthew Lopez,Data Science,15.0,8.0,,,,
Susan Jackson,Computer Science,17.0,2.0,,,,
Steven Martinez,Personal Development,18.0,1.0,,,,
John Garcia,Language Learning,14.0,2.0,,,,
Paul Jackson,Arts and Humanities,17.0,10.0,,,,
Robert Martinez,Physical Science and Engineering,12.0,10.0,,,,
Jennifer Gonzalez,Physical Science and Engineering,18.0,8.0,,,,
Linda Clark,Business,17.0,2.0,,,,
William White,Social Sciences,12.0,1.0,,,,
Emily Rodriguez,Personal Development,15.0,9.0,,,,
Margaret Miller,Social Sciences,18.0,3.0,,,,
Michelle Taylor,Social Sciences,15.0,8.0,,,,
Christopher Lewis,Social Sciences,15.0,6.0,,,,
Nancy Lee,Math and Logic,15.0,8.0,,,,
Thomas Harris,Business,17.0,2.0,,,,
Mark Rodriguez,Information Technology,18.0,7.0,,,,
Jessica Perez,Arts and Humanities,12.0,8.0,,,,
Christopher Hernandez,Arts and Humanities,16.0,4.0,,,,
Susan Anderson,Health,15.0,7.0,,,,
Joshua Hernandez,Math and Logic,15.0,2.0,,,,
Mary Robinson,Social Sciences,15.0,6.0,,,,
William Lee,Personal Development,18.0,4.0,,,,
James Martin,Health,13.0,3.0,,,,
Donald Smith,Health,17.0,9.0,,,,
James Perez,Personal Development,16.0,3.0,,,,
Barbara Wilson,Arts and Humanities,16.0,3.0,,,,
Emily Lewis,Physical Science and Engineering,18.0,0.0,,,,
Ashley Harris,Business,13.0,4.0,,,,
Betty Moore,Social Sciences,15.0,5.0,,,,
Jennifer Sanchez,Math and Logic,13.0,10.0,,,,
Robert Moore,Personal Development,15.0,9.0,,,,
Mary Lewis,Arts and Humanities,16.0,6.0,,,,
Mark Perez,Data Science,16.0,9.0,,,,
Linda Lopez,Information Technology,17.0,2.0,,,,
Matthew Clark,Health,17.0,10.0,,,,
Joshua Lopez,Data Science,14.0,0.0,,,,
Matthew Garcia,Data Science,12.0,6.0,,,,
James Brown,Arts and Humanities,12.0,6.0,,,,
Sandra Lopez,Data Science,17.0,10.0,,,,
Richard Anderson,Arts and Humanities,17.0,6.0,,,,
James Davis,Computer Science,15.0,0.0,,,,
Mary Harris,Computer Science,18.0,4.0,,,,
Sarah Perez,Social Sciences,18.0,8.0,,,,
Daniel Miller,Data Science,17.0,5.0,,,,
Jennifer Clark,Social Sciences,13.0,3.0,,,,
Michelle Lee,Health,15.0,1.0,,,,
Karen Sanchez,Arts and Humanities,15.0,2.0,,,,
Joseph Davis,Math and Logic,13.0,3.0,,,,
Ashley Lopez,Data Science,16.0,4.0,,,,
John Rodriguez,Physical Science and Engineering,13.0,10.0,,,,
Ashley Lewis,Math and Logic,13.0,4.0,,,,
Joshua Miller,Language Learning,15.0,3.0,,,,
James Miller,Physical Science and Engineering,15.0,5.0,,,,
Betty Brown,Social Sciences,15.0,8.0,,,,
Sarah Jackson,Math and Logic,15.0,4.0,,,,
Steven Thomas,Data Science,16.0,9.0,,,,
David Moore,Computer Science,18.0,8.0,,,,
Richard Perez,Math and Logic,17.0,1.0,,,,
Andrew Perez,Language Learning,16.0,1.0,,,,
Joshua Jackson,Language Learning,12.0,8.0,,,,
Barbara Williams,Math and Logic,16.0,10.0,,,,
Donna Jones,Business,17.0,4.0,,,,
Robert Jones,Language Learning,17.0,6.0,,,,
Thomas Robinson,Information Technology,13.0,5.0,,,,
Andrew Ramirez,Personal Development,15.0,1.0,,,,
Joseph Lewis,Math and Logic,17.0,2.0,,,,
Kimberly White,Personal Development,15.0,4.0,,,,
Sarah Miller,Computer Science,12.0,2.0,,,,
Mary Thompson,Personal Development,15.0,1.0,,,,
Paul Martin,Arts and Humanities,18.0,0.0,,,,
Thomas Perez,Data Science,14.0,6.0,,,,
Emily Lewis,Math and Logic,13.0,3.0,,,,
Sandra Smith,Health,13.0,7.0,,,,
Margaret Lee,Social Sciences,16.0,8.0,,,,
Patricia Ramirez,Computer Science,17.0,10.0,,,,
Christopher Wilson,Math and Logic,16.0,1.0,,,,
Anthony Rodriguez,Personal Development,17.0,7.0,,,,
Linda Perez,Personal Development,17.0,0.0,,,,
Kimberly Anderson,Math and Logic,16.0,4.0,,,,
Ashley Lopez,Arts and Humanities,16.0,8.0,,,,
Kimberly Harris,Social Sciences,12.0,3.0,,,,
John Lewis,Health,15.0,6.0,,,,
Joseph Johnson,Health,14.0,4.0,,,,
Sarah Robinson,Language Learning,16.0,10.0,,,,
Anthony Moore,Physical Science and Engineering,16.0,8.0,,,,
Mark Hernandez,Health,13.0,1.0,,,,
James Gonzalez,Data Science,18.0,1.0,,,,
Richard Hernandez,Social Sciences,14.0,6.0,,,,
Jennifer Lewis,Information Technology,16.0,5.0,,,,
Andrew Sanchez,Data Science,16.0,9.0,,,,
Mary White,Physical Science and Engineering,12.0,5.0,,,,
Joseph Thompson,Math and Logic,13.0,5.0,,,,
Margaret Williams,Business,14.0,8.0,,,,
Jessica Miller,Physical Science and Engineering,14.0,10.0,,,,
David Hernandez,Language Learning,16.0,5.0,,,,
Karen Williams,Health,15.0,9.0,,,,
Michael Smith,Health,15.0,4.0,,,,
Donald Wilson,Health,15.0,2.0,,,,
Mary Jackson,Social Sciences,13.0,1.0,,,,
Nancy Clark,Health,15.0,9.0,,,,
Thomas Davis,Business,14.0,3.0,,,,
Michael Thomas,Health,16.0,7.0,,,,
Jessica Hernandez,Computer Science,18.0,9.0,,,,
Patricia Clark,Computer Science,15.0,3.0,,,,
Nancy Taylor,Physical Science and Engineering,15.0,1.0,,,,
Jessica Williams,Math and Logic,14.0,3.0,,,,
Joshua Martin,Language Learning,12.0,6.0,,,,
Mark Harris,Information Technology,16.0,3.0,,,,
Michael Lee,Arts and Humanities,18.0,6.0,,,,
Mark Jackson,Business,13.0,5.0,,,,
Linda Williams,Physical Science and Engineering,16.0,9.0,,,,
Patricia Robinson,Social Sciences,14.0,7.0,,,,
John Gonzalez,Physical Science and Engineering,17.0,2.0,,,,
Christopher Lewis,Information Technology,16.0,7.0,,,,
Robert Sanchez,Arts and Humanities,12.0,6.0,,,,
William Johnson,Personal Development,14.0,7.0,,,,
Mark Johnson,Math and Logic,12.0,6.0,,,,
Karen Martin,Social Sciences,12.0,8.0,,,,
Margaret Williams,Information Technology,17.0,7.0,,,,
Michael Perez,Physical Science and Engineering,14.0,7.0,,,,
Patricia Moore,Information Technology,12.0,7.0,,,,
Patricia Martinez,Arts and Humanities,18.0,5.0,,,,
Matthew Gonzalez,Personal Development,15.0,9.0,,,,
Michael Martin,Social Sciences,12.0,3.0,,,,
Anthony Davis,Math and Logic,18.0,5.0,,,,
Joshua Sanchez,Physical Science and Engineering,15.0,8.0,,,,
Michelle Smith,Health,14.0,6.0,,,,
Sandra Gonzalez,Physical Science and Engineering,15.0,1.0,,,,
Sandra Sanchez,Health,16.0,3.0,,,,
Margaret Lewis,Arts and Humanities,16.0,4.0,,,,
Michelle Martin,Physical Science and Engineering,13.0,1.0,,,,
Michael Hernandez,Personal Development,16.0,7.0,,,,
Mary Anderson,Information Technology,12.0,4.0,,,,
Kimberly Hernandez,Social Sciences,18.0,9.0,,,,
Donna Miller,Arts and Humanities,13.0,1.0,,,,
Michael Brown,Arts and Humanities,16.0,9.0,,,,
James Martin,Personal Development,18.0,5.0,,,,
Robert Jackson,Language Learning,14.0,3.0,,,,
Richard Lewis,Arts and Humanities,18.0,8.0,,,,
Andrew Jones,Computer Science,15.0,0.0,,,,
Steven Rodriguez,Arts and Humanities,14.0,8.0,,,,
Daniel Wilson,Health,18.0,10.0,,,,
Donald White,Social Sciences,12.0,8.0,,,,
Michelle Anderson,Data Science,16.0,4.0,,,,
Barbara Davis,Computer Science,16.0,2.0,,,,
William Sanchez,Data Science,15.0,6.0,,,,
John Johnson,Physical Science and Engineering,12.0,7.0,,,,
William Martinez,Social Sciences,17.0,2.0,,,,
Donna Wilson,Physical Science and Engineering,12.0,3.0,,,,
Steven Lee,Business,18.0,3.0,,,,
Daniel Martinez,Language Learning,14.0,9.0,,,,
Donna Lewis,Business,16.0,9.0,,,,
Paul Harris,Personal Development,15.0,0.0,,,,
Elizabeth Jones,Physical Science and Engineering,12.0,10.0,,,,
Donald Martinez,Personal Development,12.0,7.0,,,,
Joshua Hernandez,Social Sciences,18.0,6.0,,,,
Charles Lopez,Language Learning,17.0,1.0,,,,
James Taylor,Computer Science,14.0,5.0,,,,
Donna Perez,Physical Science and Engineering,18.0,0.0,,,,
Elizabeth Johnson,Data Science,12.0,0.0,,,,
Jessica Taylor,Arts and Humanities,12.0,1.0,,,,
Emily Ramirez,Personal Development,17.0,1.0,,,,
Patricia Wilson,Data Science,16.0,1.0,,,,
Daniel Miller,Physical Science and Engineering,13.0,3.0,,,,
Richard Lee,Physical Science and Engineering,14.0,9.0,,,,
Richard Sanchez,Personal Development,14.0,1.0,,,,
Robert Hernandez,Arts and Humanities,16.0,5.0,,,,
Richard Perez,Arts and Humanities,17.0,4.0,,,,
Donald Thompson,Social Sciences,17.0,8.0,,,,
Sandra Martin,Information Technology,13.0,0.0,,,,
Nancy Ramirez,Data Science,16.0,4.0,,,,
Donna Jackson,Computer Science,15.0,4.0,,,,
Nancy Martin,Health,16.0,2.0,,,,
Karen Wilson,Business,18.0,3.0,,,,
Nancy Garcia,Information Technology,15.0,6.0,,,,
Michael Anderson,Social Sciences,14.0,4.0,,,,
John Thomas,Data Science,17.0,7.0,,,,
Joseph Robinson,Health,15.0,9.0,,,,
James Lee,Physical Science and Engineering,12.0,2.0,,,,
Joseph Thompson,Personal Development,17.0,1.0,,,,
Joseph Anderson,Computer Science,13.0,4.0,,,,
Michelle Miller,Social Sciences,17.0,9.0,,,,
Jessica Thomas,Data Science,12.0,9.0,,,,
Nancy Sanchez,Arts and Humanities,18.0,0.0,,,,
Matthew Miller,Computer Science,13.0,1.0,,,,
Betty Garcia,Social Sciences,16.0,0.0,,,,
James Lopez,Business,13.0,8.0,,,,
James Williams,Math and Logic,12.0,6.0,,,,
Daniel Smith,Social Sciences,12.0,1.0,,,,
Emily Brown,Math and Logic,12.0,6.0,,,,
Elizabeth Martinez,Language Learning,17.0,4.0,,,,
Mark Miller,Personal Development,13.0,7.0,,,,
Donna Robinson,Health,14.0,9.0,,,,
Lisa Johnson,Health,17.0,0.0,,,,
Mary Miller,Data Science,12.0,4.0,,,,
Richard Martinez,Arts and Humanities,12.0,10.0,,,,
Barbara Davis,Computer Science,17.0,10.0,,,,
Thomas White,Social Sciences,16.0,9.0,,,,
Barbara Hernandez,Physical Science and Engineering,15.0,9.0,,,,
Emily Davis,Social Sciences,18.0,1.0,,,,
Barbara Miller,Health,17.0,5.0,,,,
Mary Garcia,Business,12.0,7.0,,,,
Thomas Robinson,Information Technology,15.0,3.0,,,,
Michael Smith,Personal Development,14.0,8.0,,,,
William Gonzalez,Arts and Humanities,13.0,10.0,,,,
Linda Hernandez,Health,16.0,0.0,,,,
Susan Martinez,Math and Logic,18.0,6.0,,,,
Sandra Davis,Information Technology,12.0,7.0,,,,
Lisa Sanchez,Health,15.0,9.0,,,,
Lisa Perez,Computer Science,17.0,9.0,,,,
David Taylor,Math and Logic,17.0,6.0,,,,
Michelle Lewis,Business,16.0,7.0,,,,
Margaret Lewis,Business,14.0,10.0,,,,
Robert Brown,Language Learning,13.0,3.0,,,,
Elizabeth Lewis,Math and Logic,13.0,6.0,,,,
William Sanchez,Math and Logic,13.0,7.0,,,,
Richard Miller,Computer Science,13.0,2.0,,,,
Paul Gonzalez,Information Technology,18.0,0.0,,,,
Lisa Hernandez,Language Learning,13.0,9.0,,,,
Joshua Wilson,Physical Science and Engineering,15.0,10.0,,,,
Jessica Robinson,Data Science,16.0,6.0,,,,
John Harris,Data Science,13.0,1.0,,,,
Michelle Jackson,Computer Science,18.0,0.0,,,,
Richard Ramirez,Computer Science,12.0,2.0,,,,
Paul Martinez,Physical Science and Engineering,17.0,3.0,,,,
Elizabeth Hernandez,Language Learning,16.0,7.0,,,,
Jessica Johnson,Information Technology,12.0,2.0,,,,
Sarah Ramirez,Computer Science,15.0,6.0,,,,
William Ramirez,Language Learning,13.0,4.0,,,,
Steven Jackson,Social Sciences,12.0,3.0,,,,
Ashley Miller,Physical Science and Engineering,12.0,10.0,,,,
Jennifer Sanchez,Data Science,18.0,2.0,,,,
Donald Sanchez,Health,15.0,0.0,,,,
Michelle Williams,Physical Science and Engineering,17.0,5.0,,,,
David Taylor,Math and Logic,13.0,8.0,,,,
Matthew Harris,Social Sciences,12.0,6.0,,,,
Steven Lopez,Data Science,13.0,9.0,,,,
Ashley Taylor,Arts and Humanities,18.0,9.0,,,,
Sandra Garcia,Language Learning,14.0,7.0,,,,
Christopher Thompson,Information Technology,18.0,2.0,,,,
Lisa Taylor,Social Sciences,13.0,4.0,,,,
Donald Thompson,Social Sciences,15.0,5.0,,,,
Ashley Thomas,Math and Logic,17.0,9.0,,,,
Sarah Jackson,Math and Logic,17.0,7.0,,,,
Betty Lee,Math and Logic,15.0,1.0,,,,
Donna Lee,Information Technology,13.0,10.0,,,,
John Miller,Business,14.0,10.0,,,,
Joseph Lewis,Computer Science,17.0,5.0,,,,
Richard Anderson,Information Technology,18.0,5.0,,,,
Jessica Gonzalez,Health,16.0,10.0,,,,
Susan Martinez,Math and Logic,15.0,7.0,,,,
Margaret Lewis,Data Science,14.0,9.0,,,,
Matthew Jackson,Math and Logic,13.0,3.0,,,,
David Robinson,Math and Logic,15.0,2.0,,,,
Lisa Rodriguez,Business,18.0,7.0,,,,
Emily Williams,Language Learning,17.0,7.0,,,,
William Harris,Arts and Humanities,17.0,0.0,,,,
Jennifer Martinez,Physical Science and Engineering,14.0,1.0,,,,
Mark Taylor,Data Science,12.0,1.0,,,,
Daniel Davis,Health,17.0,10.0,,,,
Donna Johnson,Information Technology,18.0,5.0,,,,
Sandra Taylor,Information Technology,14.0,4.0,,,,
Michelle Hernandez,Information Technology,15.0,10.0,,,,
Margaret Anderson,Data Science,18.0,9.0,,,,
Sandra Wilson,Personal Development,17.0,1.0,,,,
Anthony Lopez,Arts and Humanities,12.0,7.0,,,,
Ashley Hernandez,Arts and Humanities,18.0,10.0,,,,
Sarah Gonzalez,Math and Logic,17.0,7.0,,,,
Mary Garcia,Physical Science and Engineering,18.0,3.0,,,,
Mark Davis,Arts and Humanities,14.0,10.0,,,,
Thomas Lee,Health,14.0,2.0,,,,
Robert Lopez,Health,15.0,6.0,,,,
Jennifer Martinez,Information Technology,17.0,0.0,,,,
Steven Taylor,Business,16.0,9.0,,,,
Paul Lee,Computer Science,14.0,6.0,,,,
Jennifer Sanchez,Social Sciences,15.0,8.0,,,,
Sarah Robinson,Business,17.0,5.0,,,,
Joseph Brown,Math and Logic,18.0,6.0,,,,
Linda Williams,Business,15.0,8.0,,,,
Lisa Johnson,Math and Logic,14.0,8.0,,,,
Paul Miller,Physical Science and Engineering,12.0,8.0,,,,
Nancy Miller,Data Science,17.0,10.0,,,,
Nancy Rodriguez,Information Technology,15.0,10.0,,,,
Karen White,Language Learning,16.0,8.0,,,,
Sarah Miller,Computer Science,15.0,6.0,,,,
Joshua Jones,Business,18.0,1.0,,,,
Paul Robinson,Physical Science and Engineering,13.0,0.0,,,,
Thomas Smith,Physical Science and Engineering,14.0,8.0,,,,
Karen Martinez,Math and Logic,17.0,5.0,,,,
Daniel Sanchez,Language Learning,14.0,10.0,,,,
Betty Gonzalez,Math and Logic,14.0,9.0,,,,
Donna Harris,Business,14.0,7.0,,,,
James Thomas,Business,13.0,3.0,,,,
Steven Harris,Business,14.0,5.0,,,,
Elizabeth Ramirez,Data Science,14.0,8.0,,,,
Betty Davis,Information Technology,17.0,6.0,,,,
Joseph White,Math and Logic,12.0,7.0,,,,
Susan Thomas,Data Science,14.0,9.0,,,,
Joseph Taylor,Data Science,15.0,4.0,,,,
Donna Sanchez,Computer Science,17.0,3.0,,,,
Emily Harris,Social Sciences,15.0,3.0,,,,
Sandra White,Data Science,16.0,6.0,,,,
Sandra Hernandez,Physical Science and Engineering,16.0,4.0,,,,
Jennifer Hernandez,Information Technology,17.0,4.0,,,,
Richard Wilson,Math and Logic,18.0,7.0,,,,
Anthony Miller,Health,15.0,0.0,,,,
Mark Anderson,Computer Science,14.0,2.0,,,,
Emily Smith,Arts and Humanities,18.0,6.0,,,,
Lisa Jones,Business,16.0,3.0,,,,
Andrew Ramirez,Personal Development,13.0,2.0,,,,
William Martinez,Social Sciences,17.0,7.0,,,,
James Thomas,Health,17.0,6.0,,,,
Daniel Hernandez,Personal Development,18.0,7.0,,,,
Joseph Wilson,Computer Science,14.0,10.0,,,,
Margaret Perez,Health,16.0,6.0,,,,
Betty Harris,Arts and Humanities,13.0,5.0,,,,
Paul Martinez,Language Learning,18.0,9.0,,,,
Christopher Jackson,Math and Logic,14.0,6.0,,,,
Mary Jackson,Computer Science,16.0,4.0,,,,
John Robinson,Information Technology,17.0,5.0,,,,
William Jones,Data Science,18.0,8.0,,,,
Nancy Jackson,Business,13.0,7.0,,,,
Joshua Robinson,Health,17.0,10.0,,,,
Joshua Jackson,Computer Science,14.0,6.0,,,,
Betty Gonzalez,Health,17.0,6.0,,,,
Susan Gonzalez,Arts and Humanities,16.0,9.0,,,,
Robert Moore,Personal Development,15.0,4.0,,,,
Matthew Miller,Physical Science and Engineering,17.0,9.0,,,,
Donald Brown,Physical Science and Engineering,13.0,10.0,,,,
Nancy Jackson,Data Science,18.0,4.0,,,,
Mark Lee,Language Learning,15.0,7.0,,,,
Karen Williams,Arts and Humanities,18.0,1.0,,,,
David Brown,Data Science,15.0,5.0,,,,
Emily Garcia,Business,13.0,5.0,,,,
John Clark,Personal Development,15.0,10.0,,,,
Joshua Thomas,Math and Logic,15.0,3.0,,,,
Mary Garcia,Data Science,18.0,4.0,,,,
Richard Williams,Personal Development,14.0,7.0,,,,
Matthew Martinez,Math and Logic,16.0,4.0,,,,
